application_id;module;function;path;prior;target_range
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm14PointerIntPairIPNS_8ConstantELj2EN12_GLOBAL__N_110LatticeVal14LatticeValueTyENS_21PointerLikeTypeTraitsIS2_EENS_18PointerIntPairInfoIS2_Lj2ES7_EEEC2ES2_S5_;A0.D.S0.L.T-i32;Integer Offset Prior;2,1
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm18PointerIntPairInfoIPNS_8ConstantELj2ENS_21PointerLikeTypeTraitsIS2_EEE13updatePointerElS2_;Z.T-i64;Integer Offset Prior;1,4
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm18PointerIntPairInfoIPNS_8ConstantELj2ENS_21PointerLikeTypeTraitsIS2_EEE13updatePointerElS2_;Z.L.T-i32;Integer Offset Prior;1,4
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm18PointerIntPairInfoIPNS_8ConstantELj2ENS_21PointerLikeTypeTraitsIS2_EEE13updatePointerElS2_;Z.L.L.T-i16;Integer Offset Prior;1,4
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm18PointerIntPairInfoIPNS_8ConstantELj2ENS_21PointerLikeTypeTraitsIS2_EEE13updatePointerElS2_;Z.L.L.L.T-i8;Integer Offset Prior;1,4
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm14BinaryOperator9getOpcodeEv;Z.L.T-i16;Integer Offset Prior;32767,32767
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm14BinaryOperator9getOpcodeEv;Z.L.L.T-i8;Integer Offset Prior;127,5
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm14BinaryOperator9getOpcodeEv;Z.L.L.T-i8;Integer Scale Prior;127,127
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm14BinaryOperator9getOpcodeEv;Z.T-i32;Integer Offset Prior;2147483647,2147483647
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm8TypeSize15getKnownMinSizeEv;Z.L.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm8TypeSize15getKnownMinSizeEv;Z.L.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm8TypeSize15getKnownMinSizeEv;Z.L.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm8TypeSize15getKnownMinSizeEv;Z.T-i64;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm10DataLayout16getTypeStoreSizeEPNS_4TypeE;Z.S0.L.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm10DataLayout16getTypeStoreSizeEPNS_4TypeE;Z.S0.L.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm10DataLayout16getTypeStoreSizeEPNS_4TypeE;Z.S0.L.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SROA.cpp;_ZNK4llvm10DataLayout16getTypeStoreSizeEPNS_4TypeE;Z.S0.T-i64;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm13isa_impl_wrapINS_11GlobalAliasEKPNS_8ConstantEPKS2_E4doitERS4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm13isa_impl_wrapINS_11GlobalAliasEPKNS_8ConstantES4_E4doitERKS4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm3isaINS_11GlobalAliasEPNS_8ConstantEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm11GlobalAlias7classofEPKNS_5ValueE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm8isa_implINS_11GlobalAliasENS_8ConstantEvE4doitERKS2_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm11isa_impl_clINS_11GlobalAliasEPKNS_8ConstantEE4doitES4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type11isPointerTyEv;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm21TargetLibraryInfoImpl22isValidProtoForLibFuncERKNS_12FunctionTypeENS_7LibFuncEPKNS_10DataLayoutE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm4Type9getTypeIDEv;Z.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/TargetLibraryInfo.cpp;_ZNK4llvm12FunctionType12getNumParamsEv;Z.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/MemoryBuiltins.cpp;_ZN4llvm17isLibFreeFunctionEPKNS_8FunctionENS_7LibFuncE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.T-i32;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.T-i32;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.L.T-i16;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.L.T-i16;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.L.L.T-i8;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm4User14getNumOperandsEv;Z.L.L.T-i8;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm14GlobalVariable7classofEPKNS_5ValueE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.T-i16;Integer Offset Prior;3,32767
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.T-i16;Integer Scale Prior;32767,32767
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.L.T-i8;Integer Offset Prior;3,8
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.L.T-i8;Integer Scale Prior;7,6
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj144EEENS0_17IntrinsicID_matchEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj144EEENS0_17IntrinsicID_matchEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj144EEENS0_17IntrinsicID_matchEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj4EEENS0_17IntrinsicID_matchEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj4EEENS0_17IntrinsicID_matchEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj4EEENS0_17IntrinsicID_matchEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj232EEENS0_17IntrinsicID_matchEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj232EEENS0_17IntrinsicID_matchEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj232EEENS0_17IntrinsicID_matchEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/EarlyCSE.cpp;_ZN4llvm12PatternMatch17IntrinsicID_matchC2Ej;A0.D.S0.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj106EEENS0_17IntrinsicID_matchEv;Z.L.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj106EEENS0_17IntrinsicID_matchEv;Z.T-i32;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Analysis/GuardUtils.cpp;_ZN4llvm12PatternMatch11m_IntrinsicILj106EEENS0_17IntrinsicID_matchEv;Z.L.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.L.T-i16;Integer Range Prior;-4786,-4783
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.L.T-i16;Integer Offset Prior;2,1
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.L.L.T-i8;Integer Range Prior;38,41
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.L.L.T-i8;Integer Offset Prior;2,1
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.T-i32;Integer Range Prior;54986382,54986385
MINIMIZED_POLYBENCH_lu;llvm/lib/Transforms/Scalar/SCCP.cpp;_ZN4llvm12DenseMapBaseINS_8DenseMapIPNS_5ValueEN12_GLOBAL__N_110LatticeValENS_12DenseMapInfoIS3_EENS_6detail12DenseMapPairIS3_S5_EEEES3_S5_S7_SA_E16InsertIntoBucketIS3_JS5_EEEPSA_SE_OT_DpOT0_;A1.D.S0.S1.S0.S0.L.T-i32;Integer Offset Prior;2,1
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_11GEPOperatorEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.T-i16;Integer Range Prior;0,222
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.L.T-i16;Integer Offset Prior;0,222
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.T-i32;Integer Range Prior;0,222
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11SmallPtrSetIPKNS_5ValueELj4EEC2Ev;A0.D.S0.S0.S3.T-i32;Integer Offset Prior;0,223
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.T-i16;Integer Range Prior;0,220
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.L.T-i16;Integer Offset Prior;0,215
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.T-i32;Integer Range Prior;0,217
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm15SmallPtrSetImplIPKNS_5ValueEEC2EPPKvj;A0.D.S0.S3.T-i32;Integer Offset Prior;0,215
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_11GEPOperatorEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.L.T-i8;Integer Range Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.L.T-i8;Integer Offset Prior;0,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.T-i16;Integer Range Prior;0,217
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.L.T-i16;Integer Offset Prior;0,219
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.T-i32;Integer Range Prior;0,220
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBaseC2EPPKvj;A0.D.S3.T-i32;Integer Offset Prior;0,215
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBase10insert_impEPKv;Z.S1.T-i8;Integer Offset Prior;1,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm19SmallPtrSetImplBase10insert_impEPKv;Z.S1.T-i8;Integer Scale Prior;127,127
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.L.T-i8;Integer Scale Prior;7,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.T-i16;Integer Scale Prior;32767,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.T-i32;Integer Scale Prior;2147483647,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.T-i16;All Integers Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.L.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value10getValueIDEv;Z.R.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_7PHINodeEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_7PHINodeEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm8isa_implINS_7PHINodeENS_5ValueEvE4doitERKS2_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11isa_impl_clINS_8OperatorEPKNS_5ValueEE4doitES4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm8isa_implINS_8OperatorENS_5ValueEvE4doitERKS2_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_8OperatorEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_8OperatorEPKNS_5ValueES4_E4doitERKS4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.T-i16;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm5Value10getValueIDEv;Z.T-i32;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_8OperatorEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm8isa_implINS_11InstructionENS_5ValueEvE4doitERKS2_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm11isa_impl_clINS_11InstructionEPKNS_5ValueEE4doitES4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_11InstructionEPKNS_5ValueES4_E4doitERKS4_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm3isaINS_11InstructionEPKNS_5ValueEEEbRKT0_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZNK4llvm5Value10getValueIDEv;Z.L.L.T-i8;Integer Scale Prior;1,0
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm8Operator7classofEPKNS_5ValueE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ValueTracking.cpp;_ZN4llvm13isa_impl_wrapINS_11InstructionEKPKNS_5ValueES4_E4doitERS5_;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm14GlobalVariable10isConstantEv;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZN4llvm14GlobalVariable7classofEPKNS_5ValueE;Z.T-i1;Boolean Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.R.T-i8;All Integers Prior;NA
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.T-i16;Integer Offset Prior;3,4
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.T-i16;Integer Scale Prior;32767,32767
MINIMIZED_POLYBENCH_mvt;llvm/lib/Analysis/ConstantFolding.cpp;_ZNK4llvm5Value24getSubclassDataFromValueEv;Z.L.T-i8;Integer Offset Prior;3,4
